Day,StartTime,EndTime,Course,Group,Room
TUESDAY,10:00,10:50,INFORMATION SECURITY AND MANAGEMENT,CSE 4.1,B412
WEDNESDAY,10:00,10:50,INFORMATION SECURITY AND MANAGEMENT,CSE 4.1,A211
TUESDAY,11:50,13:30,INFORMATION SECURITY AND MANAGEMENT,CSE 4.1,JR2
MONDAY,09:50,11:30,INFORMATION SECURITY AND MANAGEMENT,CSE 4.1,TLFL3
FRIDAY,13:00,13:50,INFORMATION SECURITY AND MANAGEMENT,CSE 4.3,A202
FRIDAY,15:00,15:50,INFORMATION SECURITY AND MANAGEMENT,CSE 4.3,A303
MONDAY,13:50,15:30,INFORMATION SECURITY AND MANAGEMENT,CSE 4.3,JL2
THURSDAY,11:50,13:30,INFORMATION SECURITY AND MANAGEMENT,CSE 4.3,TLFR2
MONDAY,12:00,12:50,INFORMATION SECURITY AND MANAGEMENT,CSE 4.5,A303
TUESDAY,18:00,18:50,INFORMATION SECURITY AND MANAGEMENT,CSE 4.5,A309
WEDNESDAY,08:00,09:40,INFORMATION SECURITY AND MANAGEMENT,CSE 4.5,TLFR2
THURSDAY,17:30,19:10,INFORMATION SECURITY AND MANAGEMENT,CSE 4.5,TLGL4
