Day,StartTime,EndTime,Course,Group,Room
MONDAY,14:00,14:50,Strength of Materials I,CIVIL 2.1,A204
FRIDAY,10:00,10:50,Strength of Materials I,CIVIL 2.1,B221
FRIDAY,09:00,09:50,Strength of Materials I,CIVIL 2.1,B411
WEDNESDAY,17:30,19:10,CREATIVE AND INNOVATIVE PROJECT,CIVIL 3.1,Classroom
THURSDAY,11:50,13:30,CREATIVE AND INNOVATIVE PROJECT,CIVIL 3.1,Classroom
TUESDAY,17:30,19:10,CREATIVE AND INNOVATIVE PROJECT,CIVIL 3.1,Classroom
WEDNESDAY,15:50,17:30,CREATIVE AND INNOVATIVE PROJECT,CIVIL 3.1,Classroom
THURSDAY,08:00,09:40,CREATIVE AND INNOVATIVE PROJECT,CIVIL 3.1,Classroom
TUESDAY,15:50,17:30,CREATIVE AND INNOVATIVE PROJECT,CIVIL 3.1,Classroom
MONDAY,11:00,11:50,Foundation Engineering,CIVIL 3.1,A311
FRIDAY,14:00,14:50,Foundation Engineering,CIVIL 3.1,B402
MONDAY,13:00,13:50,Foundation Engineering,CIVIL 3.1,C301
