Day,StartTime,EndTime,Course,Group,Room
TUESDAY,09:00,09:50,Biochemical Science,BME 2.1,B320
THURSDAY,13:00,13:50,Biochemical Science,BME 2.1,B418
WEDNESDAY,11:00,11:50,Biochemical Science,BME 2.1,A108
TUESDAY,08:00,08:50,Biochemical Science,BME 2.2,B213
WEDNESDAY,17:00,17:50,Biochemical Science,BME 2.2,B220
THURSDAY,11:00,11:50,Biochemical Science,BME 2.2,B424
SATURDAY,11:50,13:30,Biochemistry and Physiology Laboratory,BME 2.2,Biochemistry Lab
FRIDAY,17:30,19:10,Biochemistry and Physiology Laboratory,BME 2.2,Biochemistry Lab
SATURDAY,13:50,15:30,Biochemistry and Physiology Laboratory,BME 2.2,Biochemistry Lab
THURSDAY,08:00,09:40,Biochemistry and Physiology Laboratory,BME 2.2,Biochemistry Lab
SATURDAY,09:50,11:30,Hospital Training,BME 4.1,Diagnostic and Therapeutic Equipment Lab
TUESDAY,13:50,15:30,Hospital Training,BME 4.1,Diagnostic and Therapeutic Equipment Lab
