Day,StartTime,EndTime,Course,Group,Room
MONDAY,16:00,16:50,NPTEL,AERO 2.1,A205
FRIDAY,15:00,15:50,NPTEL,AERO 2.1,A203
WEDNESDAY,16:00,16:50,NPTEL,AERO 2.1,A309
THURSDAY,12:00,12:50,Aircraft Structures - II,AERO 3.1,C103
MONDAY,08:00,08:50,Aircraft Structures - II,AERO 3.1,B419
MONDAY,10:00,10:50,Aircraft Structures - II,AERO 3.1,B106
TUESDAY,11:50,13:30,Aircraft Structures - II,AERO 3.1,Mech CAD Lab
TUESDAY,15:50,17:30,Aircraft Structures - II,AERO 3.1,Microprocessor Lab-2
WEDNESDAY,11:00,11:50,Fatigue and Fracture,AERO 4.1,B218
WEDNESDAY,08:00,08:50,Fatigue and Fracture,AERO 4.1,A309
THURSDAY,14:00,14:50,Fatigue and Fracture,AERO 4.1,A310
FRIDAY,08:00,09:40,Aircraft structures lab,AERO 4.1,Avionics Lab
THURSDAY,08:00,09:40,Aircraft structures lab,AERO 4.1,Medical Image Processing Lab
FRIDAY,11:50,13:30,Aircraft structures lab,AERO 4.1,Optical and Microwave Lab
MONDAY,11:50,13:30,Aircraft structures lab,AERO 4.1,Genetic Engineering Lab
