Day,StartTime,EndTime,Course,Group,Room
THURSDAY,11:00,11:50,Biochemical Science,BME 2.1,B405
MONDAY,08:00,08:50,Biochemical Science,BME 2.1,A102
WEDNESDAY,16:00,16:50,Biochemical Science,BME 2.1,B212
WEDNESDAY,12:00,12:50,Biochemical Science,BME 2.2,A102
THURSDAY,09:00,09:50,Biochemical Science,BME 2.2,A309
MONDAY,10:00,10:50,Biochemical Science,BME 2.2,C103
WEDNESDAY,17:30,19:10,Biochemistry and Physiology Laboratory,BME 2.2,Biochemistry Lab
TUESDAY,11:50,13:30,Biochemistry and Physiology Laboratory,BME 2.2,Biochemistry Lab
THURSDAY,15:50,17:30,Biochemistry and Physiology Laboratory,BME 2.2,Biochemistry Lab
MONDAY,13:50,15:30,Biochemistry and Physiology Laboratory,BME 2.2,Biochemistry Lab
FRIDAY,13:50,15:30,Hospital Training,BME 4.2,Diagnostic and Therapeutic Equipment Lab
FRIDAY,08:00,09:40,Hospital Training,BME 4.2,Diagnostic and Therapeutic Equipment Lab
